mode,slack,strictly_positive
18293,228212556127/99295050420000000,true
18296,82351825353804682932661005619/4964752521000000000000000000000000,true
18299,1337839041619851209780069/124118813025000000000000000000,true
18302,25311901537/11032783380000000,true
18305,23702886666246054541923808853/2482376260500000000000000000000000,true
18308,804478940012341416329533/124118813025000000000000000000,true
18311,189835299079/41372937675000000,true
18314,438371850855975323837581191/61293241000000000000000000000000,true
18317,98063110103200269083353/13790979225000000000000000000,true
18320,993475130569/248237626050000000,true
18323,50033330829640509914099219467/4964752521000000000000000000000000,true
18326,465210008594537873928037/31029703256250000000000000000,true
18329,1269118553303/496475252100000000,true
18332,4895352707957100472673154101/310297032562500000000000000000000,true
18335,171828323510461946357063/31029703256250000000000000000,true
18338,71011433413/20686468837500000,true
18341,27862274242880284341197183/7943604033600000000000000000000,true
18344,655981471483250804119949/124118813025000000000000000000,true
18347,1428146554393/496475252100000000,true
18350,1761584938047440690381360623/155148516281250000000000000000000,true
18353,276738062795255368735891/31029703256250000000000000000,true
18356,83398458991/27581958450000000,true
18359,4430268850091670950201683757/620594065125000000000000000000000,true
18362,1683413569967092000079207/124118813025000000000000000000,true
18365,1517535297929/496475252100000000,true
18368,1196453836551715677414929657/137909792250000000000000000000000,true
18371,62754909485588802757549/13790979225000000000000000000,true
18374,55424708831/20686468837500000,true
18377,69477243058230449698145289211/2482376260500000000000000000000000,true
18380,633378838485836046337591/41372937675000000000000000000,true
18383,116532010183/55163916900000000,true
18386,20565261878443673941602997309/551639169000000000000000000000000,true
18389,1065922890296282389625321/124118813025000000000000000000,true
18392,532864726513/99295050420000000,true
18395,12609466535136790030142645503/2482376260500000000000000000000000,true
18398,208002122292656087082503/31029703256250000000000000000,true
18401,7645478389/2298496537500000,true
18404,27911135702015684273556919391/2482376260500000000000000000000000,true
18407,3493865177079808004516239/124118813025000000000000000000,true
18410,865407545203/496475252100000000,true
18413,9935318688779061670207607807/551639169000000000000000000000000,true
18416,318954592383915339601099/62059406512500000000000000000,true
18419,49089331103/15514851628125000,true
18422,414810024325900060078086403/77574258140625000000000000000000,true
18425,231619151691907269355289/41372937675000000000000000000,true
18428,570384211283/248237626050000000,true
18431,96156014965499989029608653211/4964752521000000000000000000000000,true
18434,126908203810948446647021/10343234418750000000000000000,true
18437,861047539781/496475252100000000,true
18440,23918018825416741622270463161/2482376260500000000000000000000000,true
18443,243701923877993205638779/24823762605000000000000000000,true
18446,798550662743/165491750700000000,true
18449,2803784407809085637966623253/551639169000000000000000000000000,true
18452,256883898098345643124603/31029703256250000000000000000,true
18455,434073893303/248237626050000000,true
18458,3598213241131978248841042859/206864688375000000000000000000000,true
18461,99827897414879224531339/7757425814062500000000000000,true
18464,124659115783/62059406512500000,true
18467,78489988413166330326458874031/2482376260500000000000000000000000,true
18470,455910619618880725696271/41372937675000000000000000000,true
18473,3156942423391/496475252100000000,true
18476,2643955954659626249248833647/310297032562500000000000000000000,true
18479,169096392978301514369353/20686468837500000000000000000,true
18482,12893553131/2482376260500000,true
18485,40519243917916153982233510927/4964752521000000000000000000000000,true
18488,987291301537210223567471/41372937675000000000000000000,true
18491,1169278450189/496475252100000000,true
18494,8308771224410460551902420163/620594065125000000000000000000000,true
18497,65187219752136970653137/7757425814062500000000000000,true
18500,2120042381263/496475252100000000,true
18503,15905693211776005341248113739/4964752521000000000000000000000000,true
18506,390195026550325414029061/41372937675000000000000000000,true
18509,35989863847/12411881302500000,true
18512,59215950210233167545253081943/4964752521000000000000000000000000,true
18515,118418744567226673477459/13790979225000000000000000000,true
18518,416337776167/165491750700000000,true
18521,15786053947519886028284990431/2482376260500000000000000000000000,true
18524,1462484501723022695227687/124118813025000000000000000000,true
18527,3519177679511/496475252100000000,true
18530,27657604379157805380640101161/4964752521000000000000000000000000,true
18533,39167347669974903299003/5171617209375000000000000000,true
18536,6870116749/3677594460000000,true
18539,2604989066325565498719736993/165491750700000000000000000000000,true
18542,377557230721519925748083/41372937675000000000000000000,true
18545,18568985929/9193986150000000,true
18548,28439109113657076858767901391/2482376260500000000000000000000000,true
18551,120208408820161524061307/20686468837500000000000000000,true
18554,2961926453599/496475252100000000,true
18557,1685864594421390972522234131/275819584500000000000000000000000,true
18560,230683641393850554527201/31029703256250000000000000000,true
18563,593167334627/165491750700000000,true
18566,41262809997830425133195797741/4964752521000000000000000000000000,true
18569,609690130621516691233219/31029703256250000000000000000,true
18572,599704479043/248237626050000000,true
18575,35432419923332505329401331791/1241188130250000000000000000000000,true
18578,377667919663751076312959/62059406512500000000000000000,true
18581,992920086829/165491750700000000,true
18584,8907373650354776292625214677/2482376260500000000000000000000000,true
18587,220538422462193516520347/31029703256250000000000000000,true
18590,182422710613/55163916900000000,true
18593,74696099398297862357975942857/4964752521000000000000000000000000,true
18596,669084144282383606138983/62059406512500000000000000000,true
18599,84413134271/41372937675000000,true
18602,30347270243148690190974335461/2482376260500000000000000000000000,true
18605,718496701313478710521117/62059406512500000000000000000,true
18608,56223123449/19859010084000000,true
18611,25402439450362340528632734697/4964752521000000000000000000000000,true
18614,626023619633805605208361/124118813025000000000000000000,true
18617,34948092013/19859010084000000,true
18620,95408788976563509724423061389/4964752521000000000000000000000000,true
18623,48782026228316720063089/4596993075000000000000000000,true
18626,257635869823/165491750700000000,true
18629,19791682723930600371335538539/992950504200000000000000000000000,true
18632,149751965262140812739629/15514851628125000000000000000,true
18635,168902808349/19859010084000000,true
18638,20649744804550978434323394097/4964752521000000000000000000000000,true
18641,1389755030926035994117523/124118813025000000000000000000,true
18644,9730091207/3309835014000000,true
18647,11116252616444735767268289647/992950504200000000000000000000000,true
18650,2336959994551458931331947/124118813025000000000000000000,true
18653,514095491527/248237626050000000,true
18656,61732151531655008351135183699/4964752521000000000000000000000000,true
18659,391161524687367776773633/62059406512500000000000000000,true
18662,387161753699/124118813025000000,true
18665,5594463397959365224729910729/1241188130250000000000000000000000,true
18668,776442214510001517642241/124118813025000000000000000000,true
18671,49543183751/24823762605000000,true
18674,20436509330616388830325527233/1654917507000000000000000000000000,true
18677,1151144960590142902484089/124118813025000000000000000000,true
18680,45448522649/15514851628125000,true
18683,27660972753642021491030507039/2482376260500000000000000000000000,true
18686,337893359731649832952343/41372937675000000000000000000,true
18689,179212282081/55163916900000000,true
18692,2988095793159160030976742859/496475252100000000000000000000000,true
18695,900274300345149697493663/124118813025000000000000000000,true
18698,309512119571/165491750700000000,true
18701,30149110033334286587013711869/2482376260500000000000000000000000,true
18704,277569675397690984792441/13790979225000000000000000000,true
18707,159833904683/62059406512500000,true
18710,72968056825757397174545430163/4964752521000000000000000000000000,true
18713,23629275796346841139153/2758195845000000000000000000,true
18716,1663931142629/248237626050000000,true
18719,5473357975880428689462648733/827458753500000000000000000000000,true
18722,95372829389211730512641/15514851628125000000000000000,true
18725,348906129197/99295050420000000,true
